Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Region,City,State,Product_Name,Category,Sub category,Price,Sales,Quantity,Discount %,Profit,Sales_Channel,Payment_Mode
ORD-101399,06-03-2023,CUST-1275,  Pooja Verma,Corporate,South,Kolkata,Karnataka,Office Chair,Furniture,Chairs,773.45,1100.1577958220714,5,0,-93.94,Online,UPI
ORD-101400,16-10-2023,CUST-1387,Ravi Kumar,Consumer,West,Kolkata,Delhi,iPhone,Office Supplies,Binders,467.11,930.1862967341482,7,,-649.51,Online,upi
ORD-101401,03-08-2023,CUST-1614,Neha Singh,CORPORATE, north,Bengaluru,Tamil Nadu,iPhone,Technology,Phones,4469.44,2415.792615593324,2,5,329.08,online ,upi
ORD-101402,30-07-2024,CUST-1361,Neha Singh,consumer , north,Kolkata,West Bengal,Ring Binder,Office Supplies,Tables,2341.35,2531.0613303878536,4,5,269.83,online ,Debit Card
ORD-101403,18-04-2024,CUST-1586,  Pooja Verma,Consumer,North,Kolkata,Karnataka,Office Chair,Technology,Storage,2921.23,6357.405734806935,9,15,1261.42,Online,Credit Card
ORD-101404,14-03-2024,CUST-1895,Amit Sharma,Home Office,South,Delhi,West Bengal,Ring Binder,Technology,Accessories,804.27,1956.2340382826126,9,5,1032.49,Online,Credit Card
ORD-101405,06-05-2023,CUST-1218,  Pooja Verma,Consumer,East,Bengaluru,Tamil Nadu,Dining Table,Office Supplies,Tables,2090.52,35682.74937470229,3,0,-510.06,Offline,Debit Card
ORD-101406,08-05-2024,CUST-1897,Neha Singh,Consumer,West,Chennai,Delhi,Ring Binder,Technology,Storage,2594.86,1476.3749217489744,2,0,1535.28,online ,Credit Card
ORD-101407,29-01-2023,CUST-1185,Ravi Kumar,Corporate,North,Kolkata,Tamil Nadu,Dining Table,Furniture,Storage,4009.19,1938.9120114708971,2,15,1674.17,online ,UPI
ORD-101408,13-07-2024,CUST-1552,Ravi Kumar,Home Office,West,Chennai,West Bengal,Office Chair,Office Supplies,Storage,3706.47,8435.351974618932,8, ,4565.26,Online,Debit Card
ORD-101409,25-11-2023,CUST-1220,Amit Sharma,consumer , north,Delhi,Maharashtra,Dining Table,Furniture,Tables,3514.6,1999.6713888144043,2,,1293.46,online ,upi
ORD-101410,30-09-2023,CUST-1131,  Pooja Verma,Consumer,South,Bengaluru,West Bengal,Dining Table,Office Supplies,Accessories,3391.9,3473.747706906971,4,10,884.95,Online,upi
ORD-101411,07-08-2024,CUST-1024,Amit Sharma,Home Office,East,Chennai,Karnataka,Dining Table,Technology,Tables,4953.15,12681.678008244835,9,,-1481.12,Offline,UPI
ORD-101412,22-04-2023,CUST-1795,Amit Sharma,consumer ,West,Bengaluru,Delhi,Office Chair,Technology,Phones,2964.21,7209.8776074250645,9,5,26.08,online ,UPI
ORD-101413,13-07-2024,CUST-1313,Neha Singh,Corporate,South,Delhi,Delhi,Dining Table,Furniture,Storage,4229.83,12033.047900968577,10,,6819.5,Online,UPI
ORD-101414,11-01-2024,CUST-1031,Amit Sharma,Home Office, north,Kolkata,West Bengal,USB Cable,Furniture,Accessories,4767.39,9493.611460228663,7,,-1904.6,online ,upi
ORD-101415,12-03-2023,CUST-1587,Amit Sharma,Corporate, north,Delhi,Tamil Nadu,USB Cable,Furniture,Accessories,4402.0,1064.4412501460843,1,15,539.16,Offline,upi
ORD-101416,31-12-2023,CUST-1812,Neha Singh,Consumer,West,Chennai,West Bengal,USB Cable,Furniture,Phones,4094.02,7337.418817484127,7,10,-2550.73,online ,UPI
ORD-101417,26-01-2023,CUST-1915,Neha Singh,Corporate,South,Delhi,Maharashtra,Office Chair,Technology,Binders,3885.96,1105.4804287937777,1,0,1144.12,Offline,Debit Card
ORD-101418,20-11-2023,CUST-1717,  Pooja Verma,Home Office,North,Mumbai,Tamil Nadu,Office Chair,Furniture,Phones,3626.59,7840.87844878702,8,5,-2750.57,online ,Debit Card
ORD-101419,03-03-2023,CUST-1094,Ravi Kumar,consumer , north,Kolkata,Karnataka,iPhone,Furniture,Chairs,2796.6,6364.628698524285,8,,620.11,Offline,Cash
ORD-101420,15-08-2023,CUST-1595,Ravi Kumar,Consumer,North,Mumbai,Delhi,iPhone,Office Supplies,Accessories,2207.87,3737.173944505595,7,15,2467.12,Offline,Debit Card
ORD-101421,23-01-2023,CUST-1423,  Pooja Verma,Corporate, north,Chennai,Maharashtra,iPhone,Technology,Tables,1602.49,3191.1417838485695,7,0,1293.19,Online,Credit Card
ORD-101422,04-10-2023,CUST-1722,  Pooja Verma,CORPORATE,West,Kolkata,West Bengal,Dining Table,Technology,Phones,523.69,633.1628943061007,5,15,-385.98,online ,Credit Card
ORD-101423,19-12-2023,CUST-1193,Ravi Kumar,Home Office,North,Kolkata,Maharashtra,Ring Binder,Furniture,Accessories,1939.91,2980.0798995958544,6,10,1404.6,online ,Debit Card
ORD-101424,24-09-2023,CUST-1647,  Pooja Verma,Corporate,North,Delhi,Tamil Nadu,USB Cable,Furniture,Chairs,4958.06,8885.975014696009,7,10,-163.94,online ,Cash
ORD-101425,13-04-2023,CUST-1510,Neha Singh,consumer ,South,Chennai,Karnataka,Ring Binder,Technology,Accessories,Five Thousand,1159.9214908886693,1,5,-198.36,Online,upi
ORD-101426,11-07-2024,CUST-1259,Amit Sharma,Consumer, north,Delhi,Tamil Nadu,Ring Binder,Technology,Accessories,3667.91,886.9310138187054,1,15,-153.16,Online,UPI
ORD-101427,19-08-2024,CUST-1626,Neha Singh,Consumer,East,Chennai,Tamil Nadu,Ring Binder,Technology,Chairs,4249.81,5138.201321151089,5,15,-2065.28,Online,upi
ORD-101428,16-05-2024,CUST-1940,Neha Singh,CORPORATE,North,Delhi,Karnataka,USB Cable,Furniture,Accessories,3202.56,4555.331761054927,5,0,3006.38,Offline,Cash
ORD-101429,21-01-2023,CUST-1182,Ravi Kumar,CORPORATE,West,Bengaluru,Karnataka,Office Chair,Technology,Storage,4645.93,6608.385943944194,5,0,4808.86,Online,Debit Card
ORD-101430,28-07-2023,CUST-1444,Amit Sharma,CORPORATE,West,Kolkata,West Bengal,iPhone,Technology,Phones,1089.87,558.0856058206388,2,10,-62.39,online ,Cash
ORD-101431,30-11-2023,CUST-1141,Neha Singh,Home Office,North,Mumbai,Tamil Nadu,USB Cable,Technology,Binders,425.99,484.7436493035043,4,,374.77,online ,Credit Card
ORD-101432,03-05-2024,CUST-1443,  Pooja Verma,Consumer,East,Kolkata,Karnataka,Ring Binder,Technology,Tables,2134.95,4858.815719056863,8,,1326.79,online ,UPI
ORD-101433,22-05-2023,CUST-1808,Neha Singh,CORPORATE,East,Kolkata,Maharashtra,Office Chair,Technology,Phones,2748.87,5630.401208305391,8,10,317.8,Offline,Credit Card
ORD-101434,19-04-2024,CUST-1756,  Pooja Verma,Home Office,South,Bengaluru,Delhi,iPhone,Office Supplies,Tables,1662.01,2411.329114186265,6,15,2170.52,online ,Credit Card
ORD-101435,18-04-2024,CUST-1754,  Pooja Verma,consumer , north,Chennai,Delhi,Ring Binder,Office Supplies,Phones,2878.73,737.0495382723052,1,10,101.18,Online,Cash
ORD-101436,09-10-2023,CUST-1777,Ravi Kumar,CORPORATE,South,Bengaluru,Karnataka,USB Cable,Furniture,Binders,262.98,673.3144933240922,9,0,-211.19,Online,UPI
ORD-101437,24-11-2023,CUST-1647,  Pooja Verma,CORPORATE,South,Chennai,Karnataka,USB Cable,Furniture,Storage,3809.35,1083.6863661554871,1, ,-312.12,Offline,UPI
ORD-101438,31-03-2024,CUST-1656,  Pooja Verma,Corporate,North,Delhi,Delhi,iPhone,Furniture,Chairs,1075.97,1530.4632278371896,5, ,-506.63,Offline,UPI
ORD-101439,05-04-2023,CUST-1389,Ravi Kumar,CORPORATE,South,Kolkata,Delhi,Dining Table,Office Supplies,Chairs,1869.97,4042.9735750029713,8,5,3058.73,Online,UPI
ORD-101440,11-06-2024,CUST-1704,Ravi Kumar,Corporate,West,Kolkata,Karnataka,USB Cable,Furniture,Accessories,868.2,1889.4436711475405,9,15,1790.57,Offline,UPI
ORD-101441,27-11-2023,CUST-1818,  Pooja Verma,Home Office,East,Delhi,West Bengal,Dining Table,Office Supplies,Chairs,4628.61,5266.999935685562,4,0,503.56,online ,Debit Card
ORD-101442,26-03-2024,CUST-1816,Ravi Kumar,Consumer,East,Kolkata,Maharashtra,Office Chair,Furniture,Tables,973.81,1385.15051153855,5, ,615.16,online ,Debit Card
ORD-101443,13-02-2023,CUST-1575,Neha Singh,Corporate,West,Bengaluru,Karnataka,Ring Binder,Technology,Tables,4944.21,11252.256617868396,8,,7906.22,Online,Cash
ORD-101444,29-03-2023,CUST-1261,Amit Sharma,Home Office,West,Bengaluru,Maharashtra,USB Cable,Technology,Chairs,4587.0,6524.563720260963,5, ,-1147.62,Offline,upi
ORD-101445,01-04-2024,CUST-1930,Ravi Kumar,Corporate,West,Chennai,Maharashtra,iPhone,Furniture,Accessories,2017.33,4878.077903905299,10,15,5131.59,Offline,Debit Card
ORD-101446,23-07-2023,CUST-1576,Ravi Kumar,Corporate, north,Chennai,Delhi,Dining Table,Technology,Phones,4148.58,3186.5161284706996,3,10,2273.29,Offline,Cash
ORD-101447,02-02-2023,CUST-1270,Ravi Kumar,Corporate,South,Mumbai,Delhi,Office Chair,Furniture,Chairs,1250.98,,4,15,630.35,online ,UPI
ORD-101448,12-05-2023,CUST-1325,Amit Sharma,Home Office,East,Delhi,West Bengal,Office Chair,Technology,Storage,2452.69,6628.558466874375,10,5,6836.02,Online,upi
ORD-101449,03-10-2023,CUST-1694,  Pooja Verma,CORPORATE,North,Bengaluru,Tamil Nadu,Office Chair,Technology,Accessories,3929.13,3800.3883898633103,4,15,2477.83,online ,Cash
ORD-101450,03-07-2024,CUST-1604,Neha Singh,CORPORATE,North,Bengaluru,Delhi,Dining Table,Office Supplies,Tables,648.09,553.1071944360925,3,0,-138.65,online ,Credit Card
ORD-101451,10-04-2023,CUST-1866,Neha Singh,Consumer,North,Delhi,Maharashtra,Ring Binder,Office Supplies,Tables,418.23,19274.474412539133,9,10,154.22,online ,Debit Card
ORD-101452,22-11-2023,CUST-1590,Neha Singh,Corporate,North,Bengaluru,Karnataka,Office Chair,Furniture,Phones,4719.98,5370.971923846931,4, ,2701.04,online ,upi
ORD-101453,10-10-2023,CUST-1639,  Pooja Verma,CORPORATE,North,Chennai,Maharashtra,Office Chair,Technology,Chairs,585.81,566.6143357239928,4,15,-255.29,online ,Credit Card
ORD-101454,03-11-2023,CUST-1707,  Pooja Verma,Consumer, north,Delhi,Maharashtra,USB Cable,Office Supplies,Phones,3682.63,942.8741337484773,1,10,-280.44,online ,Credit Card
ORD-101455,12-07-2024,CUST-1393,Ravi Kumar,consumer ,North,Delhi,Maharashtra,Ring Binder,Technology,Tables,292.43,665.5254131121565,8,0,218.25,online ,Credit Card
ORD-101456,17-05-2023,CUST-1333,Neha Singh,Consumer, north,Bengaluru,Delhi,Office Chair,Technology,Chairs,2227.33,4435.426011656506,7,0,3883.47,Offline,Cash
ORD-101457,25-05-2023,CUST-1803,  Pooja Verma,consumer ,West,Chennai,Karnataka,iPhone,Office Supplies,Accessories,4404.83,5012.355615769278,4,,2960.3,Online,Cash
ORD-101458,31-10-2023,CUST-1248,Amit Sharma,Consumer,North,Mumbai,Maharashtra,Ring Binder,Technology,Chairs,1026.69,584.1468782171117,2,,67.28,Offline,Cash
ORD-101459,02-05-2023,CUST-1772,Neha Singh,consumer ,East,Mumbai,Maharashtra,Office Chair,Office Supplies,Storage,1201.29,683.487521387599,2,0,-275.31,Online,UPI
ORD-101460,25-05-2024,CUST-1223,Neha Singh,Corporate,East,Chennai,Delhi,Office Chair,Technology,Chairs,344.01,743.7689712381898,8,5,68.34,online ,Debit Card
ORD-101461,07-04-2024,CUST-1550,  Pooja Verma,CORPORATE, north,Kolkata,Maharashtra,USB Cable,Furniture,Chairs,910.01,2213.427304827785,9,5,-684.76,Online,Debit Card
ORD-101462,17-08-2023,CUST-1469,  Pooja Verma,Corporate,North,Kolkata,Delhi,Office Chair,Furniture,Tables,4226.8,1022.0763916668491,1,15,874.78,online ,upi
ORD-101463,29-09-2023,CUST-1473,Amit Sharma,Consumer, north,Chennai,Tamil Nadu,Dining Table,Furniture,Chairs,2779.46,3558.161650343336,5,10,1600.94,Online,upi
ORD-101464,30-04-2024,CUST-1441,Amit Sharma,consumer ,South,Chennai,West Bengal,Office Chair,Furniture,Accessories,1285.85,621.8576332534227,2,15,-398.76,online ,upi
ORD-101465,18-09-2023,CUST-1600,Ravi Kumar,consumer , north,Kolkata,West Bengal,USB Cable,Furniture,Chairs,2991.5,1531.842958992335,2,10,281.69,online ,Debit Card
ORD-101466,04-06-2023,CUST-1111,Ravi Kumar,Consumer,East,Bengaluru,Tamil Nadu,iPhone,Technology,Binders,2686.25,764.18614752784,1, ,626.49,Online,Debit Card
ORD-101467,08-02-2024,CUST-1323,Amit Sharma,Consumer,South,Kolkata,Karnataka,Dining Table,Furniture,Storage,755.02,1825.7029365863168,10,15,-985.96,Online,Debit Card
ORD-101468,11-02-2024,CUST-1795,Ravi Kumar,Home Office, north,Chennai,Tamil Nadu,Dining Table,Office Supplies,Binders,4229.25,2165.651624375174,2,10,-1520.91,online ,UPI
ORD-101469,26-02-2023,CUST-1089,Neha Singh,Home Office,West,Delhi,Karnataka,Dining Table,Office Supplies,Binders,368.47,838.580682451993,8,,724.17,online ,Debit Card
ORD-101470,21-01-2024,CUST-1610,Amit Sharma,CORPORATE,West,Mumbai,West Bengal,USB Cable,Technology,Storage,1266.23,1368.8270118102494,4,5,320.1,Offline,Debit Card
ORD-101471,19-01-2023,CUST-1380,Neha Singh,CORPORATE,East,Bengaluru,Karnataka,USB Cable,Furniture,Accessories,4492.23,1086.260916042924,1,15,616.78,Offline,UPI
ORD-101472,10-08-2023,CUST-1261,Ravi Kumar,Corporate, north,Delhi,Maharashtra,Office Chair,Furniture,Chairs,4917.67,8393.891764608432,6,,-149.9,Online,Debit Card
ORD-101473,30-06-2024,CUST-1550,  Pooja Verma,CORPORATE,North,Mumbai,Delhi,iPhone,Office Supplies,Chairs,4408.55,9029.859638128912,8,10,7997.11,online ,UPI
ORD-101474,28-05-2024,CUST-1701,  Pooja Verma,Corporate,South,Chennai,Maharashtra,Dining Table,Office Supplies,Tables,667.44,806.9635029503663,5,15,-511.23,online ,Cash
ORD-101475,30-12-2023,CUST-1014,Amit Sharma,Consumer,West,Bengaluru,Maharashtra,iPhone,Furniture,Storage,4042.16,4599.665225635937,4,0,2585.15,Online,UPI
ORD-101476,06-08-2024,CUST-1779,  Pooja Verma,Corporate, north,Chennai,Delhi,Ring Binder,Technology,Storage,4509.26,3463.5519203914205,3,10,-1227.38,online ,Debit Card
ORD-101477,09-09-2023,CUST-1868,  Pooja Verma,Corporate,North,Mumbai,Karnataka,Office Chair,Technology,Binders,4074.84,985.3300260358873,1,15,734.74,Online,upi
ORD-101478,31-08-2023,CUST-1116,Amit Sharma,CORPORATE,West,Mumbai,West Bengal,USB Cable,Office Supplies,Accessories,203.93,440.90802586094867,8,5,-35.07,online ,upi
ORD-101479,24-02-2024,CUST-1601,Amit Sharma,Consumer,West,Bengaluru,West Bengal,Dining Table,Furniture,Phones,525.76,538.4479065134831,4,10,-205.17,Offline,Credit Card
ORD-101480,01-06-2023,CUST-1908,  Pooja Verma,consumer ,South,Mumbai,Maharashtra,iPhone,Office Supplies,Tables,3181.51,9050.780345170026,10,,-1773.73,online ,Credit Card
ORD-101481,02-10-2023,CUST-1966,Ravi Kumar,Home Office,North,Mumbai,Delhi,Office Chair,Technology,Accessories,3792.45,6473.271858967611,6, ,6538.44,Online,Cash
ORD-101482,28-05-2023,CUST-1637,Amit Sharma,Consumer,South,Delhi,Tamil Nadu,Office Chair,Furniture,Phones,3975.25,4297.3504831077435,4,5,1384.14,Online,Debit Card
ORD-101483,04-05-2024,CUST-1878,Ravi Kumar,Home Office,North,Kolkata,West Bengal,Ring Binder,Furniture,Phones,2643.2,6767.453299696708,9,,4825.95,Online,Credit Card
ORD-101484,16-05-2023,CUST-1979,  Pooja Verma,Corporate,East,Chennai,Maharashtra,Office Chair,Furniture,Tables,4076.61,2203.4619476391763,2,5,2086.23,Offline,upi
ORD-101485,14-09-2023,CUST-1992,Neha Singh,Corporate,North,Delhi,Tamil Nadu,iPhone,Furniture,Storage,3899.2,6988.2558014241,7,10,6674.21,Online,UPI
ORD-101486,19-10-2023,CUST-1071,  Pooja Verma,Consumer, north,Kolkata,Tamil Nadu,iPhone,Technology,Chairs,3650.94,5608.558783956509,6,10,-742.79,online ,Cash
ORD-101487,01-11-2023,CUST-1338,Ravi Kumar,Consumer, north,Chennai,Delhi,Office Chair,Furniture,Storage,1896.71,4856.195652265338,10,10,-1515.09,online ,Credit Card
ORD-101488,06-06-2023,CUST-1183,Amit Sharma,CORPORATE,South,Kolkata,Maharashtra,Dining Table,Furniture,Binders,4473.58,8017.674638681528,7,10,4383.92,online ,UPI
ORD-101489,19-11-2023,CUST-1401,Ravi Kumar,Consumer, north,Chennai,Maharashtra,iPhone,Office Supplies,Chairs,2154.63,49036.04352678746,4,0,-125.76,online ,UPI
ORD-101490,06-05-2023,CUST-1428,Neha Singh,Corporate,South,Delhi,Tamil Nadu,iPhone,Technology,Tables,1178.12,670.3046880413207,2, ,389.4,online ,Debit Card
ORD-101491,03-03-2024,CUST-1464,  Pooja Verma,consumer ,South,Delhi,West Bengal,Office Chair,Furniture,Storage,3889.63,1106.5244727812797,1,0,1080.75,Offline,upi
ORD-101492,04-05-2023,CUST-1096,Ravi Kumar,CORPORATE,East,Kolkata,West Bengal,iPhone,Office Supplies,Phones,4482.5,10328.994580168524,9,10,8294.37,online ,upi
ORD-101493,04-02-2023,CUST-1523,Neha Singh,Home Office,North,Bengaluru,West Bengal,Office Chair,Furniture,Accessories,2706.52,1539.9051406287945,2,0,1010.45,online ,UPI
ORD-101494,25-01-2024,CUST-1010,Amit Sharma,Corporate,South,Delhi,West Bengal,Dining Table,Furniture,Phones,Five Thousand,770.100500252681,5,15,-297.4,online ,Cash
ORD-101495,02-05-2023,CUST-1223,Neha Singh,Home Office,East,Mumbai,Delhi,Ring Binder,Technology,Binders,4940.76,4216.651856967503,3,,3730.33,online ,Credit Card
ORD-101496,08-11-2023,CUST-1144,Amit Sharma,Consumer,South,Delhi,Delhi,Dining Table,Technology,Binders,4176.19,2376.090496003194,2,,160.02,Online,UPI
ORD-101497,27-05-2024,CUST-1818,Ravi Kumar,CORPORATE,West,Chennai,Maharashtra,Dining Table,Technology,Accessories,4983.86,9641.120367149513,8,15,-1217.17,Offline,UPI
ORD-101498,25-04-2024,CUST-1073,Amit Sharma,CORPORATE,West,Mumbai,West Bengal,Ring Binder,Furniture,Tables,Five Thousand,4739.3935867643695,9,,165.74,Offline,Cash
ORD-101499,05-01-2024,CUST-1382,Amit Sharma,consumer ,West,Bengaluru,West Bengal,Dining Table,Office Supplies,Accessories,935.15,,7,15,-710.36,Offline,UPI
ORD-101500,21-02-2023,CUST-1732,  Pooja Verma,Consumer,South,Mumbai,Tamil Nadu,Ring Binder,Office Supplies,Binders,3881.79,3147.237885049883,3,5,-1597.46,online ,upi
ORD-101501,25-06-2023,CUST-1185,Neha Singh,consumer ,East,Bengaluru,Delhi,Dining Table,Furniture,Chairs,3592.71,,3, ,1072.25,online ,Cash
ORD-101502,14-08-2024,CUST-1610,Amit Sharma,Corporate,East,Bengaluru,Delhi,iPhone,Technology,Binders,4579.47,5862.469143794385,5,10,-461.65,Offline,Debit Card
ORD-101503,02-08-2023,CUST-1650,Neha Singh,Corporate,North,Delhi,Delhi,Office Chair,Office Supplies,Chairs,4153.06,5907.326052772399,5,,-1427.82,online ,UPI
ORD-101504,05-12-2023,CUST-1368,  Pooja Verma,Corporate, north,Bengaluru,West Bengal,Ring Binder,Office Supplies,Binders,4741.73,6879.544365624644,6,15,1903.61,online ,upi
ORD-101505,15-09-2023,CUST-1173,  Pooja Verma,consumer ,South,Kolkata,Tamil Nadu,iPhone,Furniture,Tables,4977.48,1415.996748477198,1,0,289.14,Online,upi
ORD-101506,29-07-2024,CUST-1318,  Pooja Verma,consumer ,East,Mumbai,Delhi,Dining Table,Furniture,Accessories,1495.09,2296.751687372561,6,10,2302.16,Offline,Debit Card
ORD-101507,05-10-2023,CUST-1647,Amit Sharma,CORPORATE,North,Bengaluru,Tamil Nadu,USB Cable,Technology,Storage,3288.39,3554.8360715384592,4,5,-942.38,online ,Cash
ORD-101508,31-05-2024,CUST-1481,Ravi Kumar,CORPORATE,East,Delhi,Tamil Nadu,iPhone,Furniture,Phones,494.83,281.5391206188561,2,,-162.72,Offline,upi
ORD-101509,06-08-2023,CUST-1002,  Pooja Verma,Consumer,East,Kolkata,Karnataka,Office Chair,Office Supplies,Binders,356.81,91.3552713096753,1,10,17.67,online ,Credit Card
ORD-101510,15-09-2023,CUST-1945,Amit Sharma,consumer ,North,Kolkata,West Bengal,iPhone,Technology,Accessories,2677.18,2056.337089596562,3,10,2050.73,online ,Credit Card
ORD-101511,10-08-2023,CUST-1017,Ravi Kumar,consumer ,East,Chennai,Tamil Nadu,iPhone,Furniture,Storage,4436.59,10791.159000238233,9,5,288.88,Offline,upi
ORD-101512,12-01-2024,CUST-1878,Amit Sharma,CORPORATE,West,Bengaluru,Maharashtra,iPhone,Technology,Storage,2355.34,6030.437899102469,10,10,5892.71,Offline,Cash
ORD-101513,04-10-2023,CUST-1921,Amit Sharma,CORPORATE, north,Chennai,Maharashtra,USB Cable,Technology,Tables,2302.5,655.0166978810058,1,,96.62,online ,UPI
ORD-101514,21-01-2024,CUST-1295,Neha Singh,Corporate,South,Kolkata,Tamil Nadu,Office Chair,Technology,Chairs,1735.85,44443.38790438096,5,10,-123.43,Online,Debit Card
ORD-101515,07-06-2023,CUST-1289,Ravi Kumar,consumer ,East,Kolkata,Karnataka,Dining Table,Furniture,Accessories,770.99,1776.587352269637,9,10,687.27,Online,Cash
ORD-101516,11-07-2024,CUST-1351,  Pooja Verma,CORPORATE,North,Bengaluru,Maharashtra,Ring Binder,Office Supplies,Tables,1778.1,429.9583656214526,1,15,217.36,Online,Cash
ORD-101517,11-10-2023,CUST-1135,  Pooja Verma,Consumer, north,Chennai,Karnataka,Office Chair,Office Supplies,Binders,4728.28,6389.2448092159875,5,5,-267.74,online ,UPI
ORD-101518,15-10-2023,CUST-1838,Amit Sharma,CORPORATE,North,Delhi,Delhi,Ring Binder,Office Supplies,Chairs,2647.9,7532.7631457942025,10,,-1204.88,Online,UPI
ORD-101519,09-07-2024,CUST-1929,Ravi Kumar,consumer , north,Kolkata,West Bengal,iPhone,Furniture,Storage,1357.44,2703.157899935352,7,0,-1394.6,Online,Credit Card
ORD-101520,31-05-2024,CUST-1931,  Pooja Verma,Consumer,West,Delhi,Tamil Nadu,Ring Binder,Office Supplies,Phones,1040.46,1479.9536883328367,5,,-495.4,Offline,Credit Card
ORD-101521,04-04-2024,CUST-1377,Ravi Kumar,Home Office,East,Chennai,Tamil Nadu,iPhone,Office Supplies,Phones,322.38,311.81639625641327,4,15,65.37,online ,upi
ORD-101522,18-08-2024,CUST-1937,Ravi Kumar,Consumer,North,Mumbai,Maharashtra,Ring Binder,Technology,Phones,3399.14,4351.453013228485,5,10,3675.42,Offline,UPI
ORD-101523,09-04-2024,CUST-1041,  Pooja Verma,consumer ,North,Mumbai,Karnataka,Office Chair,Office Supplies,Phones,3400.42,8270.873796893044,9,5,-129.01,online ,UPI
ORD-101524,19-02-2023,CUST-1050,Amit Sharma,consumer ,East,Kolkata,Delhi,Dining Table,Furniture,Binders,2633.75,1910.5891179025875,3,15,82.45,Online,Debit Card
ORD-101525,28-09-2023,CUST-1340,Neha Singh,consumer , north,Delhi,Delhi,Dining Table,Office Supplies,Storage,406.27,1040.18358507407,9, ,-223.72,online ,Debit Card
ORD-101526,22-01-2024,CUST-1094,Neha Singh,consumer ,North,Delhi,Maharashtra,Dining Table,Office Supplies,Accessories,1012.5,2592.329928095837,9,0,1811.64,online ,Credit Card
ORD-101527,29-02-2024,CUST-1596,Ravi Kumar,Home Office,South,Mumbai,Delhi,Ring Binder,Office Supplies,Chairs,1142.89,1544.3686420358533,5,5,-215.81,Offline,Credit Card
ORD-101528,14-10-2023,CUST-1670,  Pooja Verma,Consumer,South,Kolkata,Maharashtra,Ring Binder,Technology,Chairs,4519.68,12214.734313245963,10,5,10363.86,Online,UPI
ORD-101529,09-11-2023,CUST-1951,Neha Singh,consumer , north,Bengaluru,West Bengal,Office Chair,Office Supplies,Tables,3377.35,7686.325800958662,8, ,-4171.09,Offline,upi
ORD-101530,07-02-2023,CUST-1167,Neha Singh,Corporate, north,Delhi,Maharashtra,USB Cable,Technology,Accessories,2246.08,4888.091622804499,9,15,-2846.44,Offline,UPI
ORD-101531,14-03-2024,CUST-1666,Ravi Kumar,CORPORATE,West,Bengaluru,Tamil Nadu,Dining Table,Office Supplies,Binders,2607.5,1891.545983155072,3,15,447.95,Offline,Cash
ORD-101532,20-06-2023,CUST-1161,  Pooja Verma,Consumer,East,Kolkata,Tamil Nadu,Ring Binder,Office Supplies,Storage,4988.62,76634.93383945881,3,10,131.16,online ,Debit Card
ORD-101533,24-03-2023,CUST-1900,Amit Sharma,consumer ,North,Delhi,West Bengal,Ring Binder,Technology,Phones,582.77,165.786788718399,1,,169.07,Online,Credit Card
ORD-101534,13-12-2023,CUST-1950,Ravi Kumar,CORPORATE,South,Mumbai,Maharashtra,iPhone,Furniture,Chairs,2851.94,4056.608732583617,5,0,3101.93,Online,UPI
ORD-101535,11-10-2023,CUST-1309,Ravi Kumar,Corporate, north,Kolkata,Maharashtra,Dining Table,Office Supplies,Phones,4907.87,10052.596024905026,8,10,9342.03,online ,Credit Card
ORD-101536,29-09-2023,CUST-1756,  Pooja Verma,consumer ,South,Bengaluru,Tamil Nadu,iPhone,Office Supplies,Binders,4033.75,5737.619120689484,5,0,-3884.23,Online,Cash
ORD-101537,08-01-2024,CUST-1579,  Pooja Verma,consumer ,North,Bengaluru,Tamil Nadu,USB Cable,Office Supplies,Storage,283.58,806.7302288169192,10,0,269.96,online ,upi
ORD-101538,14-04-2023,CUST-1291,  Pooja Verma,CORPORATE, north,Delhi,Delhi,Dining Table,Office Supplies,Storage,680.08,,8,5,-704.45,online ,UPI
ORD-101539,07-09-2023,CUST-1359,Amit Sharma,Home Office,North,Delhi,Delhi,Dining Table,Office Supplies,Chairs,4068.53,10416.762550474821,9,0,2474.24,online ,Cash
ORD-101540,01-10-2023,CUST-1848,Amit Sharma,consumer ,West,Kolkata,Delhi,iPhone,Office Supplies,Accessories,4868.07,10594.269941995693,9,15,-6975.15,Offline,UPI
ORD-101541,30-09-2023,CUST-1359,Neha Singh,Consumer,North,Delhi,West Bengal,Dining Table,Furniture,Tables,2962.54,134845.64903472885,8, ,195.97,Offline,upi
ORD-101542,17-05-2023,CUST-1157,Amit Sharma,Consumer,West,Bengaluru,West Bengal,Office Chair,Office Supplies,Accessories,2518.34,4871.64864120297,8,15,-2718.56,Online,Credit Card
ORD-101543,02-05-2024,CUST-1957,Neha Singh,consumer ,South,Chennai,West Bengal,Ring Binder,Office Supplies,Phones,265.97,378.31659312792857,5,,396.6,Offline,Cash
ORD-101544,29-07-2023,CUST-1849,Ravi Kumar,CORPORATE,North,Bengaluru,Maharashtra,USB Cable,Furniture,Accessories,4157.78,7037.707072908424,7,15,3513.76,Online,Credit Card
ORD-101545,15-08-2024,CUST-1420,Neha Singh,Consumer,West,Delhi,Karnataka,Ring Binder,Technology,Binders,2217.68,12617.740982034735,1,0,101.25,Online,Credit Card
